nombre_original;nombre_canonico;fue_fusionado;frecuencia_total;num_documentos;ids_documentos
Camilo Menendez Vives;Camilo Menendez Vives;no;1;1;1722
Campamento;Campamento;no;2;1;1805
Campaña de Formación;Campaña de Formación;no;1;1;1782
Campo De Aviación De Alvedro;Campo De Aviación De Alvedro;no;1;1;1697
Canal 7 Radiotelefono C O S;Canal 7 Radiotelefono C O S;no;1;1;1701
Canal 8;Canal 8;no;1;1;1701
Canciller Venezolano José Alberto Zambrano;Canciller Venezolano José Alberto Zambrano;no;1;1;1769
Cantabria (núcleos Cualificados De Opinión Cántabra);Cantabria (núcleos Cualificados De Opinión Cántabra);no;1;1;1715
Cap Muñecas;Cap Muñecas;no;1;1;1844
Capgemed;Capgemed;no;1;1;1739
Capital (ambientes Castrenses De La Capital);Capital (ambientes Castrenses De La Capital);no;1;1;1715
Capital (de España);Capital (de España);no;1;1;1795
Capital (referido A La Ciudad Donde Residen Jefes Y Oficiales, Presumiblemente Valladolid);Capital (referido A La Ciudad Donde Residen Jefes Y Oficiales, Presumiblemente Valladolid);no;1;1;1788
Capital De La Guardia Civil;Capital De La Guardia Civil;no;1;1;1719
Capitanes;Capitanes;no;1;1;1841
Capitanes ACERA;Capitanes ACERA;no;1;1;1811
Capitanes Acera, Gomez Iglesias, Alvarez Arenas, Dusmet, Ignacio Roman;Capitanes Acera, Gomez Iglesias, Alvarez Arenas, Dusmet, Ignacio Roman;no;1;1;1811
Capitanes De La Guardia Civil Abad Gutierrez;Capitanes De La Guardia Civil Abad Gutierrez;no;1;1;1840
Capitanes De La Guardia Civil Pérez De La Lastra;Capitanes De La Guardia Civil Pérez De La Lastra;no;1;1;1841
Capitanes Que Mandan Compañía De Reserva General, Unidades Independientes Y Altamente Especializadas;Capitanes Que Mandan Compañía De Reserva General, Unidades Independientes Y Altamente Especializadas;no;1;1;1784
Capitanes de la Guardia Civil;Capitanes de la Guardia Civil;no;1;1;1790
Capitanes de la Guardia Civil Abad Gutierrez;Capitanes de la Guardia Civil Abad Gutierrez;no;1;1;1840
Capitania General 1ª Region Militar (jem);Capitania General 1ª Region Militar (jem);no;2;1;1795
Capitania General De La 1ª R.m.;Capitania General De La 1ª R.m.;no;1;1;1742
Capitanía;Capitanía;no;1;1;1857
Capitanía General;Capitanía General;no;2;1;1699
Capitanía General (institución);Capitanía General (institución);no;1;1;1828
Capitanía General De La Zona Marítima Del Mediterráneo;Capitanía General De La Zona Marítima Del Mediterráneo;no;1;1;1738
Capitanías;Capitanías;no;1;1;1856
Capitanías (1ª Y 8ª Mencionadas Explícitamente);Capitanías (1ª Y 8ª Mencionadas Explícitamente);no;1;1;1841
Capitán;Capitán;no;3;2;"1710; 1834"
Capitán (no Nombrado);Capitán (no Nombrado);no;1;1;1834
Capitán Abad Gutierrez;Capitán Abad;si;1;1;1839
Capitán Abad;Capitán Abad;no;4;3;"1812; 1813; 1838"
Capitán Alemán;Capitán Alemán;no;1;1;1723
Capitán Batista;Capitán Batista;no;2;1;1843
Capitán De Artillería Don Juan Batista Gonzalez;Capitán Batista;si;1;1;1731
Batista;Capitán Batista;si;1;1;1836
Capitán Bobis González;Capitán Bobis González;no;1;1;1815
Capitán Cid Fortea;Capitán Cid Fortea;no;1;1;1815
Capitán D. JOSE RAMON TOSTON DE LA CALLE;Capitán D. JOSE RAMON TOSTON DE LA CALLE;no;1;1;1714
Capitán D. Jose Ramon Toston De La Calle;Capitán D. Jose Ramon Toston De La Calle;no;1;1;1714
Capitán DON GIL SANCHEZ VALIENTE PORTILLO;Capitán DON GIL SANCHEZ VALIENTE PORTILLO;no;1;1;1717
Capitán De Intendencia Cid Fortea;Capitán De Intendencia Cid Fortea;no;1;1;1841
Capitán De La Civil D. José Ramón Tostón De La Calle;Capitán De La Civil D. José Ramón Tostón De La Calle;no;1;1;1710
Capitán De La G.c. Piris González;Capitán De La G.c. Piris González;no;1;1;1826
Capitán De La Gc Acera;Capitán De La Gc Acera;no;1;1;1843
Capitán De La Guardia Civil Bobis;Capitán De La Guardia Civil Bobis;no;1;1;1826
Capitán De La Guardia Civil D. Francisco Ignacio Román;Capitán De La Guardia Civil D. Francisco Ignacio Román;no;1;1;1802
Capitán De La Guardia Civil D. Vicente Gomez Iglesias;Capitán De La Guardia Civil D. Vicente Gomez Iglesias;no;1;1;1859
Capitán De La Guardia Civil Don Vicente Gomez Iglesias;Capitán De La Guardia Civil Don Vicente Gomez Iglesias;no;1;1;1729
Capitán De La Guardia Civil Gómez Iglesias;Capitán De La Guardia Civil Gómez Iglesias;no;2;2;"1814; 1840"
Capitán De La Guardia Civil Muñecas;Capitán De La Guardia Civil Muñecas;no;1;1;1839
Capitán De La Guardia Civil Pérez De La Lastra;Capitán De La Guardia Civil Pérez De La Lastra;no;1;1;1841
Capitán De Navio D. Camilo Menendez Vives;Capitán De Navío Menéndez;si;1;1;1722
C. De Navío Don Camilo Mendez Vives;Capitán De Navío Menéndez;si;1;1;1733
Capitán De Navío Camilo Menéndez;Capitán De Navío Menéndez;si;1;1;1770
Capitán De Navío Menéndez Vives;Capitán De Navío Menéndez;si;1;1;1836
Camilo Menéndez Vives;Capitán De Navío Menéndez;si;1;1;1725
Capitán De Navío D. Camilo Menendez Vives;Capitán De Navío Menéndez;si;1;1;1727
Capitán De Navío Menéndez;Capitán De Navío Menéndez;no;2;2;"1819; 1854"
C.n. Menendez Vives;Capitán De Navío Menéndez;si;1;1;1853
Coronel Menéndez;Capitán De Navío Menéndez;si;1;1;1811
Capitán Del Cuerpo De La Guardia Civil Lázaro Corthay;Capitán Del Cuerpo De La Guardia Civil Lázaro Corthay;no;1;1;1815
Capitán Diaz Sanchez;Capitán Diaz Sanchez;no;1;1;1696
Hermano Del Capitán Sanchez Valiente;Capitán Don Gil Sanchez Valiente Portillo;si;1;1;1708
Capitán Don Gil Sanchez Valiente Portillo;Capitán Don Gil Sanchez Valiente Portillo;no;2;2;"1717; 1718"
Capitán Sanchez Valiente;Capitán Don Gil Sanchez Valiente Portillo;si;1;1;1708
Don Gil Sanchez-valiente Fortilla;Capitán Don Gil Sanchez Valiente Portillo;si;1;1;1719
Capitán Sánchez-valiente;Capitán Don Gil Sanchez Valiente Portillo;si;1;1;1707
Capitán Don Gil Sanchez Valiente Portillo, 543ª Comandancia (san Sebastián);Capitán Don Gil Sanchez Valiente Portillo, 543ª Comandancia (san Sebastián);no;1;1;1717
Capitán Díaz Sánchez;Capitán Díaz Sánchez;no;1;1;1696
Capitán Garcia Almenta;Capitán Garcia Almenta;no;2;1;1796
Capitán General;Capitán General;no;5;4;"1792; 1801; 1811; 1847"
Capitán General De La Ii Rm;Capitán General De La Ii Rm;no;1;1;1825
Capitán General De La Tercera Región Militar;Capitán General De La Tercera Región Militar;no;1;1;1738
Capitán General De La Zona Marítima Del Mediterráneo;Capitán General De La Zona Marítima Del Mediterráneo;no;2;1;1738
Capitán General De Valencia;Capitán General De Valencia;no;3;2;"1699; 1793"
Capitán General Milans Del Bosch;Capitán General Milans Del Bosch;no;1;1;1852
Capitán General de Valencia;Capitán General de Valencia;no;1;1;1699
Capitán Gómez Iglesias;Capitán Gómez Iglesias;no;6;5;"1796; 1798; 1834; 1838; 1839"
Capitán Jomez Iglesias;Capitán Gómez Iglesias;si;1;1;1798
Cap. Gómez-iglesias;Capitán Gómez Iglesias;si;1;1;1824
El Del Capitán Gómez Iglesias;Capitán Gómez Iglesias;si;1;1;1798
Capitán Gomez Iglesias;Capitán Gómez Iglesias;si;1;1;1860
Cap Gómez Iglesias;Capitán Gómez Iglesias;si;1;1;1844
Capitán Lázaro Corthay;Capitán Lázaro Corthay;no;1;1;1815
Capitán Muñecas Aguilar;Capitán Muñecas Aguilar;no;1;1;1840
Capitán Tamarit;Capitán Tamarit;no;1;1;1826
Capitán de Artillería DON JUAN BATISTA GONZALEZ;Capitán de Artillería DON JUAN BATISTA GONZALEZ;no;1;1;1731
Capitán de Infantería Alvarez-Arenas Pardiñas;Capitán de Infantería Alvarez-Arenas Pardiñas;no;1;1;1814
Capitán de Infantería Dusmet Garcia-Figueras;Capitán de Infantería Dusmet Garcia-Figueras;no;1;1;1840
Capitán de Intendencia Cid Fortea;Capitán de Intendencia Cid Fortea;no;1;1;1841
Capitán de Navio;Capitán de Navio;no;1;1;1722
Capitán de Navío D. CAMILO MENENDEZ VIVES;Capitán de Navío D. CAMILO MENENDEZ VIVES;no;1;1;1727
Capitán de Navío Menéndez;Capitán de Navío Menéndez;no;2;2;"1819; 1854"
Capitán de la GC Acera;Capitán de la GC Acera;no;1;1;1843
Capitán de la Guardia Civil;Capitán de la Guardia Civil;no;2;2;"1707; 1802"
Capitán de la Guardia Civil Acera Martín;Capitán de la Guardia Civil Acera Martín;no;1;1;1816
Capitán de la Guardia Civil DON VICENTE GOMEZ IGLESIAS;Capitán de la Guardia Civil DON VICENTE GOMEZ IGLESIAS;no;1;1;1729
Capitán de la Guardia Civil Gómez Iglesias;Capitán de la Guardia Civil Gómez Iglesias;no;1;1;1814
Capitán de la Guardia Civil Muñecas;Capitán de la Guardia Civil Muñecas;no;1;1;1839
Capitán del Ejército del Aire;Capitán del Ejército del Aire;no;1;1;1708
Cargos Orgánicos;Cargos Orgánicos;no;1;1;1782
Carlos LAZARO CORTHAY;Carlos LAZARO CORTHAY;no;1;1;1790
Carlos Lazaro Corthay;Carlos Lazaro Corthay;no;1;1;1790
Carmen;Carmen;no;1;1;1699
Carrera De San Jerónimo;Carrera De San Jerónimo;no;1;1;1841
Carrero Blanco;Carrero Blanco;no;1;1;1779
Carrero Blanco (persona, Pero Mencionado Como Época);Carrero Blanco (persona, Pero Mencionado Como Época);no;1;1;1779
Carretera De El Goloso;Carretera De El Goloso;no;1;1;1793
Carretera N-1 (Irún);Carretera N-1 (Irún);no;1;1;1700
Carretera N-1 (irún);Carretera N-1 (irún);no;1;1;1700
Carrillo;Carrillo;no;3;2;"1694; 1808"
Carros de televisión;Carros de televisión;no;1;1;1696
Casa;Casa;no;4;4;"1699; 1797; 1805; 1856"
Casa (casa Que No Se Encontraba En Palacio);Casa (casa Que No Se Encontraba En Palacio);no;1;1;1810
Casa De España En Londres;Casa De España En Londres;no;1;1;1776
Casa De Juntas De Güernica;Casa De Juntas De Güernica;no;1;1;1787
Casa De S. M. El REY;Casa De S. M. El REY;no;2;2;"1741; 1791"
Casa De S.m. El REY;Casa De S.m. El REY;no;1;1;1741
Casa De Una Hija;Casa De Una Hija;no;1;1;1856
Casa Real;Casa Real;no;3;2;"1715; 1850"
Casa de S.M. el Rey;Casa de S.M. el Rey;no;1;1;1741
Castellón (mencionado Como Provincia O Zona);Castellón (mencionado Como Provincia O Zona);no;1;1;1844
Castillo De La Palma;Castillo De La Palma;no;1;1;1790
Castillo De San Fernando (figueras);Castillo De San Fernando (figueras);no;1;1;1742
Castillo De Santa Catalina (cádiz);Castillo De Santa Catalina (cádiz);no;1;1;1742
Castillo de La Palma;Castillo de La Palma;no;1;1;1790
Causa 2/81;Causa 2/81;no;11;9;"1710; 1713; 1735; 1802; 1804; 1807; 1820; 1852; 1855"
Causa nº 1/81;Causa nº 1/81;no;1;1;1721
Causa núm. 2/81;Causa núm. 2/81;no;1;1;1714
Causa número 94/81;Causa número 94/81;no;1;1;1718
Causa s/n;Causa s/n;no;3;3;"1720; 1722; 1724"
Cc.00.;Cc.00.;no;1;1;1745
Cc.00. (institución);Cc.00. (institución);no;1;1;1779
Centeno;Centeno;no;1;1;1829
Centrales Sindicales;Centrales Sindicales;no;1;1;1745
Centro;Centro;no;4;4;"1711; 1795; 1798; 1801"
Centro De Adiestramientos Especiales;Centro De Adiestramientos Especiales;no;1;1;1717
Centro De Adiestramientos Especiales (c.a.e.);Centro De Adiestramientos Especiales (c.a.e.);no;1;1;1717
Centro De Investigaciones - Sociológicas (cis);Centro De Investigaciones - Sociológicas (cis);no;1;1;1803
Centro De Operaciones;Centro De Operaciones;no;1;1;1795
Centro Superior De Informacion De La Defensa;Centro Superior De Informacion De La Defensa;no;4;4;"1703; 1709; 1713; 1714"
Centro Superior De Información De La Defensa;Centro Superior De Información De La Defensa;no;1;1;1791
Centro Superior De Información De La Defensa (C.E.S.I.D.);Centro Superior De Información De La Defensa (C.E.S.I.D.);no;1;1;1711
Ceos;Ceos;no;1;1;1779
Ceos (institución);Ceos (institución);no;1;1;1779
Cesd;Cesd;no;1;1;1798
Cgi;Cgi;no;2;1;1794
Chanceler do Consulado de Espanha;Chanceler do Consulado de Espanha;no;1;1;1761
Chanceler do Consulado de Espanha em ELVAS;Chanceler do Consulado de Espanha em ELVAS;no;1;1;1760
Cincuentes;Cincuentes;no;3;1;1698
Cir Nº 2;Cir Nº 2;no;1;1;1723
Ciudad De Valencia;Ciudad De Valencia;no;1;1;1797
Ciudad Periodistas;Ciudad Periodistas;no;1;1;1700
Ciudadanos Españoles;Ciudadanos Españoles;no;1;1;1749
Ciudadanos Uruguayos;Ciudadanos Uruguayos;no;1;1;1766
Clave de iniciales empleada;Clave de iniciales empleada;no;1;1;1797
Clima internacional de paz y cooperación;Clima internacional de paz y cooperación;no;1;1;1765
Colectividad Militar;Colectividad Militar;no;1;1;1837
Colmenar (carreteras De);Colmenar (carreteras De);no;1;1;1794
Columna De La Dac;Columna De La Dac;no;1;1;1819
Comandancia De Marina De La Coruña;Comandancia De Marina De La Coruña;no;1;1;1697
Comandante;Comandante;no;1;1;1788
Comandante 2º Jefe del Centro de Adiestramientos Especiales;Comandante 2º Jefe del Centro de Adiestramientos Especiales;no;1;1;1717
Comandante Bonell Esperanza;Comandante Bonell Esperanza;no;2;1;1826
Comandante CORTINA;Comandante CORTINA;no;1;1;1711
Cte. Cortina;Comandante Cortina;si;3;3;"1824; 1845; 1852"
Comandante Cortina;Comandante Cortina;no;13;9;"1705; 1711; 1713; 1796; 1814; 1839; 1840; 1842; 1843"
Comandante De Infantería D. José Cortina --- Prieto;Comandante Cortina;si;1;1;1859
Don Jose Cortina Prieto;Comandante Cortina;si;1;1;1728
Jose Cortina Prieto;Comandante Cortina;si;1;1;1798
Comandante De Infantería Cortina Prieto;Comandante Cortina;si;1;1;1816
Comandante De Infantería Dem D. Jose Cortina Prieto;Comandante Cortina;si;1;1;1709
El Mío (de Jose Cortina Prieto);Comandante Cortina;si;1;1;1798
Comandante De Infantería, D.e.m. Don Jose Cortina Prieto;Comandante De Infantería, D.e.m. Don Jose Cortina Prieto;no;1;1;1706
Comandante De Intendencia De La Armada Nuñez Simón;Comandante De Intendencia De La Armada Nuñez Simón;no;1;1;1826
Comandante De La Guardia Civil Pardos Aldea;Comandante De La Guardia Civil Pardos Aldea;no;1;1;1815
Comandante De La Guardia Civil Soma;Comandante De La Guardia Civil Soma;no;1;1;1707
Comandante Goróstegui;Comandante Goróstegui;no;2;1;1826
Comandante Inestrillas;Comandante Inestrillas;no;1;1;1790
Saenz De Inestrillas;Comandante Inestrillas;si;1;1;1704
Capitán Hinestrillas;Comandante Inestrillas;si;1;1;1723
Comandante Ostos;Comandante Ostos;no;1;1;1699
Comandante Ostos Mateo-Cañero;Comandante Ostos Mateo-Cañero;no;1;1;1826
Comandante PARDO;Comandante PARDO;no;1;1;1857
Comandante De Infantería D. Ricardo Pardo Zancada;Comandante Pardo;si;1;1;1859
Cte. Pardo Zancada;Comandante Pardo;si;1;1;1853
D. Ricardo Pardo Zancada;Comandante Pardo;si;1;1;1735
Comandante Pardo Zancada;Comandante Pardo;si;2;2;"1770; 1853"
Comandante Pardo;Comandante Pardo;no;9;6;"1819; 1828; 1842; 1847; 1857; 1859"
Cte. D. Ricardo Pardo Zancada;Comandante Pardo;si;1;1;1844
Comte. Pardo Zancada;Comandante Pardo;si;1;1;1836
Comandante Rodríguez Solano;Comandante Rodríguez Solano;no;1;1;1723
Comandante Vidal Frances;Comandante Vidal Frances;no;1;1;1723
Comandante Villa Pascual;Comandante Villa Pascual;no;1;1;1826
Comandante de Infantería;Comandante de Infantería;no;2;2;"1706; 1709"
Comandante de Infantería Cortina Prieto;Comandante de Infantería Cortina Prieto;no;1;1;1816
Comandante de Infantería D. José CORTINA PRIETO;Comandante de Infantería D. José CORTINA PRIETO;no;1;1;1859
Comandante de Infantería DON JOSE CORTINA PRIETO;Comandante de Infantería DON JOSE CORTINA PRIETO;no;1;1;1728
Comandante de la Guardia Civil Pardos Aldea;Comandante de la Guardia Civil Pardos Aldea;no;1;1;1815
Comisaria General De Informacion;Comisaria General De Informacion;no;3;3;"1745; 1756; 1767"
Comisaría General;Comisaría General;no;1;1;1790
Comisaría General Nr. 3.914;Comisaría General Nr. 3.914;no;1;1;1790
Comisiones militares;Comisiones militares;no;2;2;"1800; 1858"
Comité De Madrid Del Movimiento Comunista;Comité De Madrid Del Movimiento Comunista;no;1;1;1767
Comité Ejecutivo;Comité Ejecutivo;no;1;1;1766
Compañía Telefónica Nacional De España;Compañía Telefónica Nacional De España;no;1;1;1789
Componentes Del Ejército Destinados En Policía Nacional;Componentes Del Ejército Destinados En Policía Nacional;no;1;1;1784
Miembros Del Ejército Destinados En La Policía Nacional;Componentes Del Ejército Destinados En Policía Nacional;si;1;1;1784
Comunicado;Comunicado;no;1;1;1795
Comunión Católico Monárquica (partido Político);Comunión Católico Monárquica (partido Político);no;1;1;1789
Concejales;Concejales;no;1;1;1782
Conclusiones provisionales de los defensores;Conclusiones provisionales de los defensores;no;1;1;1702
Conclusiones provisionales del Fiscal;Conclusiones provisionales del Fiscal;no;1;1;1702
Confederacion General De Trabajadores Del Uruguay;Confederacion General De Trabajadores Del Uruguay;no;1;1;1766
El Ejecutivo;Confederación General De Trabajadores Del Uruguay;si;1;1;1807
Confederación General De Trabajadores Del Uruguay;Confederación General De Trabajadores Del Uruguay;no;2;1;1766
Comité Ejecutivo De La Confederación General De Trabajadores Del Uruguay;Confederación General De Trabajadores Del Uruguay;si;1;1;1766
Confederación General de Trabajadores del Uruguay;Confederación General de Trabajadores del Uruguay;no;1;1;1766
Congreso;Congreso;no;45;44;"1702; 1707; 1757; 1769; 1787; 1791; 1792; 1793; 1795; 1811; 1812; 1813; 1815; 1816; 1817; 1818; 1819; 1821; 1822; 1824; 1826; 1827; 1828; 1829; 1830; 1831; 1832; 1833; 1834; 1838; 1840; 1841; 1842; 1844; 1845; 1847; 1848; 1849; 1850; 1851; 1852; 1853; 1856; 1859"
Congreso (alusión Al Secuestro En El Congreso);Congreso (alusión Al Secuestro En El Congreso);no;1;1;1769
Congreso (asalto Al Congreso);Congreso (asalto Al Congreso);no;1;1;1827
Congreso (como Sede Donde Entró El Gral. Armada);Congreso (como Sede Donde Entró El Gral. Armada);no;1;1;1830
Congreso (congreso De Los Diputados);Congreso (congreso De Los Diputados);no;1;1;1795
Congreso (del Diputados);Congreso (del Diputados);no;1;1;1843
Congreso (edificio);Congreso (edificio);no;1;1;1836
Congreso (presidente Del Congreso);Congreso (presidente Del Congreso);no;1;1;1860
Congreso De Diputados;Congreso De Diputados;no;1;1;1773
Congreso De Diputados Español;Congreso De Diputados Español;no;1;1;1773
Congreso De Los Diputados;Congreso De Los Diputados;no;3;3;"1717; 1767; 1778"
Congreso De Los Estados Unidos;Congreso De Los Estados Unidos;no;4;3;"1743; 1751; 1757"
Congreso de los Diputados;Congreso de los Diputados;no;1;1;1717
Congresos (zona Congreso);Congresos (zona Congreso);no;1;1;1794
Congress (estados Unidos);Congress (estados Unidos);no;1;1;1751
Congresso Dos Deputados (de Espanha);Congresso Dos Deputados (de Espanha);no;1;1;1760
Congresso dos Deputados;Congresso dos Deputados;no;1;1;1760
Conocimiento Superior;Conocimiento Superior;no;1;1;1715
Consejero Togado Durat;Consejero Togado Durat;no;1;1;1716
Consejero Togado Juez Especial;Consejero Togado Juez Especial;no;9;7;"1726; 1727; 1728; 1729; 1730; 1731; 1740"
Consejero Togado Juez Especial Designado Pro Real Decreto 287/1.981;Consejero Togado Juez Especial Designado Pro Real Decreto 287/1.981;no;1;1;1726
Consejero Togado Juez Especial Instructor De La Causa Núm. 2/1981;Consejero Togado Juez Especial Instructor De La Causa Núm. 2/1981;no;1;1;1728
Consejero Togado Sr. Barcina;Consejero Togado Sr. Barcina;no;1;1;1843
Consejeros;Consejeros;no;3;2;"1842; 1843"
Sres. Consejeros;Consejeros;si;1;1;1851
Consejo;Consejo;no;7;5;"1786; 1816; 1825; 1836; 1846"
Consejo De Administración (de Aseprosa);Consejo De Administración (de Aseprosa);no;1;1;1853
Consejo Reunido En Sala De Justicia;Consejo Reunido En Sala De Justicia;no;1;1;1730
Consejo Reunido en Sala de Justicia;Consejo Reunido en Sala de Justicia;no;6;6;"1726; 1727; 1728; 1729; 1730; 1737"
Consejo Supremo;Consejo Supremo;no;9;6;"1714; 1726; 1727; 1729; 1730; 1731"
Consejo Supremo De Justicia Militar;Consejo Supremo De Justicia Militar;no;72;58;"1710; 1711; 1713; 1714; 1716; 1720; 1721; 1722; 1724; 1725; 1726; 1727; 1728; 1729; 1730; 1731; 1737; 1740; 1741; 1806; 1809; 1811; 1812; 1813; 1814; 1815; 1816; 1817; 1818; 1819; 1821; 1822; 1823; 1824; 1825; 1827; 1828; 1829; 1830; 1831; 1833; 1838; 1842; 1843; 1844; 1845; 1846; 1847; 1848; 1849; 1850; 1851; 1852; 1853; 1856; 1857; 1858; 1859"
Consejo Supremo De Justicia Militar (csjm);Consejo Supremo De Justicia Militar (csjm);no;1;1;1832
Consejo Supremo De Justicia Militar (implícito A Quienes Dirigen La Vista Oral);Consejo Supremo De Justicia Militar (implícito A Quienes Dirigen La Vista Oral);no;1;1;1850
Consejo Supremo de Justicia Militar;Consejo Supremo de Justicia Militar;no;19;19;"1714; 1720; 1721; 1722; 1724; 1725; 1813; 1818; 1828; 1839; 1840; 1842; 1850; 1852; 1853; 1856; 1857; 1858; 1859"
Consejos Superiores De Los Ejércitos De Tierra, Mar Y Aire;Consejos Superiores De Los Ejércitos De Tierra, Mar Y Aire;no;1;1;1791
Constitución;Constitución;no;4;4;"1746; 1782; 1802; 1823"
Constitución De 1978;Constitución De 1978;no;1;1;1703
Constitución Democrática Española;Constitución Democrática Española;no;1;1;1776
Consul De Espanha;Consul De Espanha;no;1;1;1759
Consul de Espanha;Consul de Espanha;no;1;1;1759
Consulado De Espanha;Consulado De Espanha;no;2;2;"1760; 1761"
Consulado General De España;Consulado General De España;no;1;1;1762
Consulado General de España;Consulado General de España;no;1;1;1762
Convención De Roma De Derechos Del Hombre;Convención De Roma De Derechos Del Hombre;no;1;1;1786
Cor.bendala (div.infor.eme);Cor.bendala (div.infor.eme);no;1;1;1794
Corcuero;Corcuero;no;1;1;1696
Cordoba;Cordoba;no;1;1;1762
Coronel;Coronel;no;1;1;1788
Coronel De La Guardia Civil Manchado García;Coronel De La Guardia Civil Manchado García;no;1;1;1818
Coronel Del Estado Mayor;Coronel Del Estado Mayor;no;1;1;1699
Coronel De Estado Mayor;Coronel Del Estado Mayor;si;1;1;1699
Coronel Don Sergio Gallego Ronquillo;Coronel Don Sergio Gallego Ronquillo;no;1;1;1723
Coronel ESCADELL CORTES;Coronel ESCADELL CORTES;no;1;1;1823
Coronel ESCANDELL;Coronel ESCANDELL;no;1;1;1848
Coronel Escadell Cortes;Coronel Escadell Cortes;no;2;1;1823
Sr. Escandell;Coronel Escandell;si;3;2;"1846; 1850"
Coronell Escandell;Coronel Escandell;si;1;1;1849
Salvador Escandell Cortés;Coronel Escandell;si;1;1;1725
Coronel Escandell;Coronel Escandell;no;5;4;"1823; 1842; 1849; 1857"
Coronel Gómez López;Coronel Gómez López;no;1;1;1810
Coronel IBAÑEZ;Coronel IBAÑEZ;no;1;1;1823
Coronel IBAÑEZ INGLES;Coronel IBAÑEZ INGLES;no;1;1;1809
Coronel Ibañez Inglés;Coronel Ibañez Inglés;no;1;1;1847
Coronel Ibañez;Coronel Ibáñez;si;3;2;"1823; 1833"
Diego Ibañez Ingles;Coronel Ibáñez;si;1;1;1860
Coronel Ibáñez;Coronel Ibáñez;no;7;6;"1702; 1822; 1824; 1828; 1854; 1856"
Coronel De Ingenieros Don Diego Ibañez Ingles;Coronel Ibáñez;si;1;1;1730
Coronel Ibañez Ingles;Coronel Ibáñez;si;1;1;1809
Coronel Ibáñez Inglés;Coronel Ibáñez;si;2;1;1846
Coronel Jefe Del Tercio;Coronel Jefe Del Tercio;no;1;1;1712
Coronel Jefe del Tercio;Coronel Jefe del Tercio;no;1;1;1712
