nombre_canonico,num_variantes_fusionadas,variantes,num_documentos_total,ids_documentos
Habana,1,Habana,1,1770
Anbjo No. 1,1,Anbjo No. 1,1,1770
Al Despacho No. 372,1,Al Despacho No. 372,1,1770
7 de abril de 1982,1,7 de abril de 1982,1,1770
IBEROAMERICA,1,IBEROAMERICA,2,1763; 1770
O.I.D.,1,O.I.D.,1,1770
Núm. 372,1,Núm. 372,1,1770
Incidente en juicio 23 F,1,Incidente en juicio 23 F,1,1770
Granma,1,Granma,1,1770
5 de febrero de 1981,1,5 de febrero de 1981,1,1770
golpe militar de 23 de febrero de 1981,1,golpe militar de 23 de febrero de 1981,1,1770
Fellipe De La Morena,1,Fellipe De La Morena,1,1769
Ministro Adjunto De Relaciones Exteriores Wan Zuo Kei,1,Ministro Adjunto De Relaciones Exteriores Wan Zuo Kei,1,1769
Canciller Venezolano José Alberto Zambrano,1,Canciller Venezolano José Alberto Zambrano,1,1769
Subsecretario (no Identificado),1,Subsecretario (no Identificado),1,1769
Departamento Del De Ministro De Fibroamerica,1,Departamento Del De Ministro De Fibroamerica,1,1769
Congreso (alusión Al Secuestro En El Congreso),1,Congreso (alusión Al Secuestro En El Congreso),1,1769
Dirección General Del Cuerpo (mención Indirecta No Encontrada En El Texto),1,Dirección General Del Cuerpo (mención Indirecta No Encontrada En El Texto),1,1769
M A D R I D,1,M A D R I D,1,1769
Pkín,1,Pkín,1,1769
Institución,1,Institución,1,1769
Presidencia Del Gobierno (alusión Al Nombramiento De Nuestro Presidente Y Constitución Del Nuevo Gobierno),1,Presidencia Del Gobierno (alusión Al Nombramiento De Nuestro Presidente Y Constitución Del Nuevo Gobierno),1,1769
O.i.d. (organización),1,O.i.d. (organización),1,1769
DEPARTAMENTO,1,DEPARTAMENTO,1,1769
MINISTRO,1,MINISTRO,1,1769
FIBROAMERICA,1,FIBROAMERICA,1,1769
5 MAR. 1981,1,5 MAR. 1981,1,1769
Embajador de España,1,Embajador de España,1,1769
Núm. 1/81,1,Núm. 1/81,1,1769
PKín,1,PKín,1,1769
2 de marzo de 1981,1,2 de marzo de 1981,1,1769
D. José Pedro Pérez-Llorca y Rodrigo,1,D. José Pedro Pérez-Llorca y Rodrigo,1,1769
Sr. Lic. Cristino Bernazard,1,Sr. Lic. Cristino Bernazard,1,1768
Mi Persona (autor No Especificado),1,Mi Persona (autor No Especificado),1,1768
Puerto Rico,1,Puerto Rico,1,1768
Cámara De Representantes De Puerto Rico,1,Cámara De Representantes De Puerto Rico,1,1768
Pueblo De Puerto Rico,1,Pueblo De Puerto Rico,1,1768
PALACIO DE LA ZARZUELA,1,PALACIO DE LA ZARZUELA,1,1768
25 de Marzo de 1.981,1,25 de Marzo de 1.981,1,1768
Cámara de Representantes de Puerto Rico,1,Cámara de Representantes de Puerto Rico,1,1768
Señor Secretario,1,Señor Secretario,1,1768
SR. LIC. CRISTINO BERNAZARD,1,SR. LIC. CRISTINO BERNAZARD,1,1768
SECRETARIO DE LA CAMARA DE REPRESENTANTES DE PUERTO RICO,1,SECRETARIO DE LA CAMARA DE REPRESENTANTES DE PUERTO RICO,1,1768
Gabinete De Estudios<comisaria General De Informacion><direccion De La Seguridad Del Estado>,1,Gabinete De Estudios<comisaria General De Informacion><direccion De La Seguridad Del Estado>,1,1767
Juventud Comunista De Madrid,1,Juventud Comunista De Madrid,1,1767
Liga Comunista Revolucionaria,1,Liga Comunista Revolucionaria,1,1767
Juventudes Comunistas Revolucionarias,1,Juventudes Comunistas Revolucionarias,1,1767
Sindicato Español Universitario,1,Sindicato Español Universitario,1,1767
Comité De Madrid Del Movimiento Comunista,1,Comité De Madrid Del Movimiento Comunista,1,1767
Comisaria General De Informacion,1,Comisaria General De Informacion,3,1745; 1756; 1767
Direccion De La Seguridad Del Estado,1,Direccion De La Seguridad Del Estado,3,1745; 1756; 1767
Gabinete De Estudios,1,Gabinete De Estudios,2,1745; 1767
Palacio Del Congreso De Los Diputados,1,Palacio Del Congreso De Los Diputados,3,1745; 1756; 1767
"Parque De La Guardia Civil (denominado ""parque De Dicho Cuerpo"")",1,"Parque De La Guardia Civil (denominado ""parque De Dicho Cuerpo"")",1,1767
39-494,1,39-494,1,1767
COMISARIA GENERAL DE INFORMACION,1,COMISARIA GENERAL DE INFORMACION,3,1745; 1756; 1767
01259,1,01259,1,1767
SITUACION ACTUAL EN LAS DISTINTAS REGIONES POLICIALES,1,SITUACION ACTUAL EN LAS DISTINTAS REGIONES POLICIALES,3,1745; 1756; 1767
ACCIONES DE PROTESTA,1,ACCIONES DE PROTESTA,3,1745; 1756; 1767
OCUPACION DEL CONGRESO DE LOS DIPUTADOS,1,OCUPACION DEL CONGRESO DE LOS DIPUTADOS,1,1767
26 de febrero de 1981,1,26 de febrero de 1981,1,1767
DIRECCION DE LA SEGURIDAD DEL ESTADO,1,DIRECCION DE LA SEGURIDAD DEL ESTADO,3,1745; 1756; 1767
GABINETE DE ESTUDIOS,1,GABINETE DE ESTUDIOS,2,1756; 1767
El Encargado De Negocios A.i. Jorge Dezcallar,1,El Encargado De Negocios A.i. Jorge Dezcallar,1,1766
Ciudadanos Uruguayos,1,Ciudadanos Uruguayos,1,1766
Partido Demócrata Cristiano Del Uruguay,1,Partido Demócrata Cristiano Del Uruguay,1,1766
Ademar Ferández,1,Ademar Ferández,1,1766
Lino Cortizo,1,Lino Cortizo,1,1766
Sr. Excelentísimo Embajador De España,1,Sr. Excelentísimo Embajador De España,1,1766
Parlamentarios Españoles,1,Parlamentarios Españoles,1,1766
Direccion General De Iberoamerica,1,Direccion General De Iberoamerica,1,1766
Nortevideo,1,Nortevideo,1,1766
Países Sudamericanos,1,Países Sudamericanos,1,1766
Confederacion General De Trabajadores Del Uruguay,1,Confederacion General De Trabajadores Del Uruguay,1,1766
Filial Orit - Ciosl,1,Filial Orit - Ciosl,1,1766
JD/ai. 44'323.2(46)-1/9,1,JD/ai. 44'323.2(46)-1/9,1,1766
DIRECCION GENERAL DE IBEROAMERICA,1,DIRECCION GENERAL DE IBEROAMERICA,1,1766
27 de marzo de 1981,1,27 de marzo de 1981,1,1766
Felicitación C.G.T.U.,1,Felicitación C.G.T.U.,1,1766
Confederación General de Trabajadores del Uruguay,1,Confederación General de Trabajadores del Uruguay,1,1766
Comité Ejecutivo,1,Comité Ejecutivo,1,1766
intento golpista,1,intento golpista,1,1766
Embajada De La República De Cuba En España,1,Embajada De La República De Cuba En España,1,1765
Las Fuerzas Que Se Oponen Al Progreso De Su País (españa),1,Las Fuerzas Que Se Oponen Al Progreso De Su País (españa),1,1765
Direccion General Para Iberoamerica,1,Direccion General Para Iberoamerica,1,1765
República De Cuba,1,República De Cuba,1,1765
Gobierno De La República De Cuba,1,Gobierno De La República De Cuba,1,1765
Gobierno Español,1,Gobierno Español,1,1765
Embajada De Cuba En España,1,Embajada De Cuba En España,1,1765
Embajada De La Republica De Cuba En Madrid,1,Embajada De La Republica De Cuba En Madrid,1,1765
441323.2 (48)-1/9,1,441323.2 (48)-1/9,1,1765
DIRECCION GENERAL PARA IBEROAMERICA,1,DIRECCION GENERAL PARA IBEROAMERICA,1,1765
Embajada de la República de Cuba en España,1,Embajada de la República de Cuba en España,1,1765
Presidente del Consejo de Estado y del Gobierno de la República de Cuba,1,Presidente del Consejo de Estado y del Gobierno de la República de Cuba,1,1765
Legalidad constitucional española,1,Legalidad constitucional española,1,1765
Clima internacional de paz y cooperación,1,Clima internacional de paz y cooperación,1,1765
Desarrollo económico y social,1,Desarrollo económico y social,1,1765
Gobierno español,1,Gobierno español,1,1765
Gabinete Señor Ministro. Iberoamérica,1,Gabinete Señor Ministro. Iberoamérica,1,1764
Guillermo Estevez Boero,1,Guillermo Estevez Boero,1,1764
Enrique Pérez-hernández,1,Enrique Pérez-hernández,1,1764
Partido Socialista Popular,1,Partido Socialista Popular,1,1764
Buenos Aires,1,Buenos Aires,1,1764
Gabinete Señor Ministro,1,Gabinete Señor Ministro,1,1764
Dirección General De Política Exterior Para Información,1,Dirección General De Política Exterior Para Información,1,1764
FA/amg. 441 323.2 (46)-1/9,1,FA/amg. 441 323.2 (46)-1/9,1,1764
Embajada de España Buenos Aires,1,Embajada de España Buenos Aires,1,1764
14 de mayo 1981,1,14 de mayo 1981,1,1764
Nº 419,1,Nº 419,1,1764
Iberoamérica,1,Iberoamérica,1,1764
Registro General,1,Registro General,2,1736; 1764
16 mayo 1981,1,16 mayo 1981,1,1764
N. Gub. Sr. 173,1,N. Gub. Sr. 173,1,1764
El Embajador De España Eduardo Peña Abizanda,1,El Embajador De España Eduardo Peña Abizanda,1,1763
Delinculo (cuercero),1,Delinculo (cuercero),1,1763
Iberoamerica,1,Iberoamerica,2,1762; 1763
Májico,1,Májico,1,1763
"Página Editorial De ""novedades""",1,"Página Editorial De ""novedades""",1,1763
Cuercero,1,Cuercero,1,1763
República De España,1,República De España,1,1763
18 MAYO 1981,1,18 MAYO 1981,1,1763
"Májico, 13 de mayo, 81",1,"Májico, 13 de mayo, 81",1,1763
"artículo ""Monarquía Nacional""",1,"artículo ""Monarquía Nacional""",1,1763
J. Marias,1,J. Marias,1,1763
"""Novedades""",1,"""Novedades""",1,1763
Rey Don Juan Carlos,1,Rey Don Juan Carlos,1,1763
jefatura del Estado,1,jefatura del Estado,1,1763
Salvador Blasco Lopez,1,Salvador Blasco Lopez,1,1762
"Lectores Del Diario ""la Voz Del Interior""",1,"Lectores Del Diario ""la Voz Del Interior""",1,1762
Oficial De La Guardia Civil,1,Oficial De La Guardia Civil,1,1762
Lawrence Eagleburger<subsecretario De Estado Para Asuntos De Europa>,1,Lawrence Eagleburger<subsecretario De Estado Para Asuntos De Europa>,1,1762
Equipo Ministerial,1,Equipo Ministerial,1,1762
Departamento De Estado,1,Departamento De Estado,1,1762
Córdoba,1,Córdoba,1,1762
Consulado General De España,1,Consulado General De España,1,1762
La Voz Del Interior (publicación),1,La Voz Del Interior (publicación),1,1762
Direccion General De Politica Exterior Para Iberoamerica,1,Direccion General De Politica Exterior Para Iberoamerica,1,1762
Cordoba,1,Cordoba,1,1762
Europa Occidental,1,Europa Occidental,1,1762
Estados Unidos,1,Estados Unidos,5,1743; 1751; 1753; 1754; 1762
16 de Junio de 1981,1,16 de Junio de 1981,2,1731; 1762
"44 328,2 (46)-1/9",1,"44 328,2 (46)-1/9",1,1762
Consulado General de España,1,Consulado General de España,1,1762
No: 120,1,No: 120,1,1762
Presburo,1,Presburo,1,1762
O.J.D.,1,O.J.D.,1,1762
F=2-7-81,1,F=2-7-81,1,1762
23-VI-81,1,23-VI-81,1,1762
Manuel Rui Azinhais Nabeiro,1,Manuel Rui Azinhais Nabeiro,1,1761
Os Trabalhadores E Povo Do País Vizinho,1,Os Trabalhadores E Povo Do País Vizinho,1,1761
V.exa. (referido En Saludo),1,V.exa. (referido En Saludo),1,1761
Câmara Municipal De Campo Maior,1,Câmara Municipal De Campo Maior,1,1761
Consulado De Espanha,1,Consulado De Espanha,2,1760; 1761
Elvas,1,Elvas,3,1759; 1760; 1761
Espanha,1,Espanha,3,1759; 1760; 1761
Portugal,1,Portugal,1,1761
S. R.,1,S. R.,2,1759; 1761
CÂMARA MUNICIPAL DE CAMPO MAIOR,1,CÂMARA MUNICIPAL DE CAMPO MAIOR,1,1761
SECRETARIA,1,SECRETARIA,1,1761
Chanceler do Consulado de Espanha,1,Chanceler do Consulado de Espanha,1,1761
7 350-E L V A S,1,7 350-E L V A S,1,1761
OI. 457,1,OI. 457,1,1761
P.º 50,1,P.º 50,1,1761
13. MAR. 1921,1,13. MAR. 1921,1,1761
Moção,1,Moção,2,1760; 1761
golpe de inspiração fascista,1,golpe de inspiração fascista,1,1761
Antonio Filipe Reguina Pardal,1,Antonio Filipe Reguina Pardal,1,1760
Forças Antidemocráticas,1,Forças Antidemocráticas,1,1760
Congresso Dos Deputados (de Espanha),1,Congresso Dos Deputados (de Espanha),1,1760
ASSEMBLEIA MUNICIPAL DO CONCELHO DE CAMPO MAIOR,1,ASSEMBLEIA MUNICIPAL DO CONCELHO DE CAMPO MAIOR,1,1760
Chanceler do Consulado de Espanha em ELVAS,1,Chanceler do Consulado de Espanha em ELVAS,1,1760
24. FEB. 1961,1,24. FEB. 1961,1,1760
reunião ordinária,1,reunião ordinária,1,1760
19 do corrente mês,1,19 do corrente mês,1,1760
23 de Fevereiro,1,23 de Fevereiro,1,1760
Congresso dos Deputados,1,Congresso dos Deputados,1,1760
golpe,1,golpe,1,1760
fascista,1,fascista,1,1760
O Presidente Da Mesa Da Assembleia Municipal Dr. Joaquim Manuel Pinheiro Caldeira,1,O Presidente Da Mesa Da Assembleia Municipal Dr. Joaquim Manuel Pinheiro Caldeira,1,1759
Exmº Senhor Consul De Espanha,1,Exmº Senhor Consul De Espanha,1,1759
Os Elementos Da Aliança Povo Unido,1,Os Elementos Da Aliança Povo Unido,1,1759
Os Eleitos Da Apu Na Assembleia Municipal,1,Os Eleitos Da Apu Na Assembleia Municipal,1,1759
Órgãos Da Comunicação Social,1,Órgãos Da Comunicação Social,1,1759
Embaixada De Espanha,1,Embaixada De Espanha,1,1759
Órgãos Municipais De Badajoz,1,Órgãos Municipais De Badajoz,1,1759
Câmara Municipal De Elvas,1,Câmara Municipal De Elvas,1,1759
Avenida Conde Cantanhede,1,Avenida Conde Cantanhede,1,1759
Consul De Espanha,1,Consul De Espanha,1,1759
Forma A 4 (posible Formato De Documento),1,Forma A 4 (posible Formato De Documento),1,1759
CÂMARA MUNICIPAL DE ELVAS,1,CÂMARA MUNICIPAL DE ELVAS,1,1759
Consul de Espanha,1,Consul de Espanha,1,1759
PRESIDENTE DA MESA DA ASSEMBLEIA MUNICIPAL,1,PRESIDENTE DA MESA DA ASSEMBLEIA MUNICIPAL,1,1759
Dr. Joaquim Manuel Pinheiro Caldeira,1,Dr. Joaquim Manuel Pinheiro Caldeira,1,1759
Aliança Povo Unido,1,Aliança Povo Unido,1,1759
Assembleia Municipal,1,Assembleia Municipal,1,1759
26 de Fevereiro,1,26 de Fevereiro,1,1759
11/3/81,1,11/3/81,1,1759
James M Markham,1,James M Markham,1,1758
Lectores Del New York Times,1,Lectores Del New York Times,1,1758
Audiencia En Oxford,1,Audiencia En Oxford,1,1758
Administracion Reagan,1,Administracion Reagan,1,1758
Prensa Neofascista,1,Prensa Neofascista,1,1758
Diario Abc,1,Diario Abc,1,1758
"Aqui Embajada De España En Washington, Dc",1,"Aqui Embajada De España En Washington, Dc",1,1758
Oficina De Informacion,1,Oficina De Informacion,1,1758
"Parliament (parlamento Español, Contexto)",1,"Parliament (parlamento Español, Contexto)",1,1758
Britain (gran Bretaña),1,Britain (gran Bretaña),1,1758
Western European Trip (viaje Por Europa Occidental),1,Western European Trip (viaje Por Europa Occidental),1,1758
Oxford,1,Oxford,1,1758
El Salvador,1,El Salvador,1,1758
Latin America,1,Latin America,1,1758
Spain (españa),1,Spain (españa),1,1758
ALEXANDER M HAIG JR,1,ALEXANDER M HAIG JR,1,1758
SECRETARY OF STATE,1,SECRETARY OF STATE,1,1758
PARLIAMENT,1,PARLIAMENT,1,1758
REBEL CIVIL GUARDS,1,REBEL CIVIL GUARDS,1,1758
FEB. 23,1,FEB. 23,1,1758
PRESIDENT REAGAN,1,PRESIDENT REAGAN,1,1758
KING JUAN CARLOS,1,KING JUAN CARLOS,1,1758
FELIPE GONZALEZ,1,FELIPE GONZALEZ,1,1758
SOCIALIST LEADER,1,SOCIALIST LEADER,1,1758
OXFORD,1,OXFORD,1,1758
Congreso De Los Estados Unidos,1,Congreso De Los Estados Unidos,3,1743; 1751; 1757
Instituciones Democráticas Españolas,1,Instituciones Democráticas Españolas,1,1757
Estados Unidos De América,1,Estados Unidos De América,2,1748; 1757
Norteamerica,1,Norteamerica,3,1752; 1755; 1757
16 de marzo de 1981,1,16 de marzo de 1981,1,1757
Embajador de los Estados Unidos de América,1,Embajador de los Estados Unidos de América,1,1757
resolución del Congreso de los Estados Unidos,1,resolución del Congreso de los Estados Unidos,1,1757
4 de marzo,1,4 de marzo,2,1743; 1757
Instituciones democráticas españolas,1,Instituciones democráticas españolas,2,1754; 1757
24 de febrero,1,24 de febrero,3,1706; 1743; 1757
Gabinete De Estudios De La Comisaria General De Informacion De La Direccion De La Seguridad Del Estado,1,Gabinete De Estudios De La Comisaria General De Informacion De La Direccion De La Seguridad Del Estado,1,1756
Jovenes Del Movimiento Comunista (m.c.),1,Jovenes Del Movimiento Comunista (m.c.),1,1756
Militantes Del Movimiento Comunista,1,Militantes Del Movimiento Comunista,1,1756
"Trabajadores De La Empresa ""talbot""",1,"Trabajadores De La Empresa ""talbot""",1,1756
Estudiantes De La Facultad De Ciencias De Información De Madrid,1,Estudiantes De La Facultad De Ciencias De Información De Madrid,1,1756
Calle Guzmán El Bueno,1,Calle Guzmán El Bueno,1,1756
P.S.O.E. (sede),1,P.S.O.E. (sede),1,1756
Movimiento Comunista,1,Movimiento Comunista,1,1756
Sala Olimpia,1,Sala Olimpia,1,1756
Plaza De Lavapies,1,Plaza De Lavapies,1,1756
OCUPACION DEL PALACIO DEL CONGRESO DE LOS DIPUTADOS,1,OCUPACION DEL PALACIO DEL CONGRESO DE LOS DIPUTADOS,2,1745; 1756
PALACIO DEL CONGRESO DE LOS DIPUTADOS,1,PALACIO DEL CONGRESO DE LOS DIPUTADOS,1,1756
Fecha 25.2.81,1,Fecha 25.2.81,1,1756
Núm. 1232,1,Núm. 1232,1,1756
Regiones Policiales,1,Regiones Policiales,1,1756
Embajador De España,1,Embajador De España,1,1755
Ambos Ministros (de Ee.uu. Y Rfg),1,Ambos Ministros (de Ee.uu. Y Rfg),1,1755
Washington,1,Washington,2,1746; 1755
Ministerio De Relaciones Exteriores,1,Ministerio De Relaciones Exteriores,1,1755
"Embajada De España (implícito Por ""embajador De España"")",1,"Embajada De España (implícito Por ""embajador De España"")",1,1755
Núm. 179,1,Núm. 179,1,1755
WASHINGTON,1,WASHINGTON,2,1753; 1755
10 de MARZO de 1981,1,10 de MARZO de 1981,1,1755
EMBAJADOR de España,1,EMBAJADOR de España,2,1753; 1755
Ministerio de Relaciones Exteriores,1,Ministerio de Relaciones Exteriores,1,1755
URGENTE,1,URGENTE,1,1755
NORTEAMERICA.-EUROPA,1,NORTEAMERICA.-EUROPA,1,1755
"""AGREED BACKGROUND SUMMARY OF US -FRG COINVERSATIONS IN WASHINGTON""",1,"""AGREED BACKGROUND SUMMARY OF US -FRG COINVERSATIONS IN WASHINGTON""",1,1755
JLBB/ng,1,JLBB/ng,1,1754
10 de marzo de 1931,1,10 de marzo de 1931,1,1754
PROYECTO DE RESPUESTA DE S. M. EL REY,1,PROYECTO DE RESPUESTA DE S. M. EL REY,1,1754
PRESIDENTE DE LOS ESTADOS UNIDOS,1,PRESIDENTE DE LOS ESTADOS UNIDOS,1,1754
27 de febrero,1,27 de febrero,2,1743; 1754
sucesos de 23 y 24 de dicho mes,1,sucesos de 23 y 24 de dicho mes,1,1754
principios democráticos,1,principios democráticos,1,1754
pueblo español,1,pueblo español,1,1754
Presidente Del Gobierno Español,1,Presidente Del Gobierno Español,1,1753
America Del Norte Y Pacifico,1,America Del Norte Y Pacifico,1,1753
CIFRA Núm. 93,1,CIFRA Núm. 93,1,1753
AMERICA DEL NORTE Y PACIFICO,1,AMERICA DEL NORTE Y PACIFICO,1,1753
PRESIDENTE GOBIERNO,1,PRESIDENTE GOBIERNO,1,1753
PRESIDENTE REAGAN,1,PRESIDENTE REAGAN,1,1753
CLASA BLANCA,1,CLASA BLANCA,1,1753
"Washington, D.c.",1,"Washington, D.c.",3,1746; 1747; 1752
JLBB/mac,1,JLBB/mac,1,1752
63 328(46)-17,1,63 328(46)-17,1,1752
4 de marzo de 1931,1,4 de marzo de 1931,1,1752
Secretario de Estado,1,Secretario de Estado,1,1752
"WASHINGTON, D.C.",1,"WASHINGTON, D.C.",1,1752
26 de febrero,1,26 de febrero,2,1743; 1752
instituciones democráticas españolas,1,instituciones democráticas españolas,1,1752
House Of Representatives,1,House Of Representatives,1,1751
Senate,1,Senate,1,1751
Gobierno Y Pueblo De España,1,Gobierno Y Pueblo De España,1,1751
Insurreccionistas Paramilitares De España,1,Insurreccionistas Paramilitares De España,1,1751
Elementos Sediciosos Pertenecientes A Un Cuerpo Armado,1,Elementos Sediciosos Pertenecientes A Un Cuerpo Armado,1,1751
Spanish Parliament,1,Spanish Parliament,1,1751
Spain,1,Spain,7,1744; 1746; 1747; 1748; 1749; 1750; 1751
House Of Representatives (estados Unidos),1,House Of Representatives (estados Unidos),1,1751
Senate (estados Unidos),1,Senate (estados Unidos),1,1751
Congress (estados Unidos),1,Congress (estados Unidos),1,1751
United States,1,United States,2,1750; 1751
Western Europe,1,Western Europe,1,1751
EMBASSY OF THE UNITED STATES OF AMERICA,1,EMBASSY OF THE UNITED STATES OF AMERICA,2,1748; 1751
"March 4, 1981",1,"March 4, 1981",1,1751
HOUSE CONCURRENT RESOLUTION 85,1,HOUSE CONCURRENT RESOLUTION 85,1,1751
insurrectionist elements,1,insurrectionist elements,1,1751
paramilitary forces,1,paramilitary forces,1,1751
Spanish democracy,1,Spanish democracy,2,1750; 1751
armed forces,1,armed forces,1,1751
public demonstrations,1,public demonstrations,1,1751
Ronald Reagan,1,Ronald Reagan,2,1749; 1750
President Of The Government Of Spain (cargo/institución),1,President Of The Government Of Spain (cargo/institución),1,1750
Moncloa Palace,1,Moncloa Palace,1,1750
Mr. Prime Minister,1,Mr. Prime Minister,1,1750
President of the Government of Spain,1,President of the Government of Spain,1,1750
Prime Minister,1,Prime Minister,1,1750
Ciudadanos Españoles,1,Ciudadanos Españoles,1,1749
"Washington, D. C.",1,"Washington, D. C.",1,1749
Zarzuela Palace,1,Zarzuela Palace,1,1749
"February 27, 1981",1,"February 27, 1981",2,1748; 1749
Your Majesty,1,Your Majesty,1,1749
democratic institutions,1,democratic institutions,2,1747; 1749
Spanish experiment,1,Spanish experiment,1,1749
constitutional processes,1,constitutional processes,1,1749
principles of democracy,1,principles of democracy,1,1749
His Majesty,1,His Majesty,1,1749
Embassy Of The United States Of America (madrid),1,Embassy Of The United States Of America (madrid),1,1748
Minister Of Foreign Affairs (españa),1,Minister Of Foreign Affairs (españa),1,1748
Department Of State (estados Unidos De América),1,Department Of State (estados Unidos De América),1,1748
"Kingdom Of Spain (implícito Por ""king Juan Carlos"", No Listado Como Lugar Específico)",1,"Kingdom Of Spain (implícito Por ""king Juan Carlos"", No Listado Como Lugar Específico)",1,1748
THE AMBASSADOR,1,THE AMBASSADOR,1,1748
José Pedro Pérez-Llorca,1,José Pedro Pérez-Llorca,2,1747; 1748
Minister of Foreign Affairs,1,Minister of Foreign Affairs,1,1748
Secretary of State of the United States of America,1,Secretary of State of the United States of America,1,1748
"February 24, 1981",1,"February 24, 1981",1,1748
Department of State,1,Department of State,1,1748
"Washington, D.C.",1,"Washington, D.C.",2,1746; 1747
"February 26, 1981",1,"February 26, 1981",1,1747
Mr. Minister,1,Mr. Minister,1,1747
Spanish people,1,Spanish people,1,1747
His Excellency,1,His Excellency,1,1747
Portavoz Del Departamento De Estado,1,Portavoz Del Departamento De Estado,1,1746
Los Dirigentes De La Nueva Democracia Española,1,Los Dirigentes De La Nueva Democracia Española,1,1746
Un Reducido Número De Personas (atacantes),1,Un Reducido Número De Personas (atacantes),1,1746
The Armed Forces,1,The Armed Forces,1,1746
REY Juan Carlos (como Institución O Figura Institucional),1,REY Juan Carlos (como Institución O Figura Institucional),1,1746
Kingdom Of Spain (implícita),1,Kingdom Of Spain (implícita),1,1746
"Feb. 24, 1981",1,"Feb. 24, 1981",1,1746
DECLARACION DEL PORTAVOZ DEL DEPARTAMENTO DE ESTADO,1,DECLARACION DEL PORTAVOZ DEL DEPARTAMENTO DE ESTADO,1,1746
democracia española,1,democracia española,1,1746
fuerzas armadas,1,fuerzas armadas,1,1746
instituciones,1,instituciones,1,1746
dirigentes de la nueva democracia española,1,dirigentes de la nueva democracia española,1,1746
Centrales Sindicales,1,Centrales Sindicales,1,1745
Partidos Políticos,1,Partidos Políticos,1,1745
Cc.00.,1,Cc.00.,1,1745
Ugt,1,Ugt,1,1745
Jóvenes En La Calle Lope De Vega,1,Jóvenes En La Calle Lope De Vega,1,1745
Jóvenes Heridos Asistidos En La Casa De Socorro,1,Jóvenes Heridos Asistidos En La Casa De Socorro,1,1745
Territorio Nacional,1,Territorio Nacional,1,1745
Torrejon De Ardoz (madrid),1,Torrejon De Ardoz (madrid),1,1745
Calle Lope De Vega (madrid),1,Calle Lope De Vega (madrid),1,1745
34-47+,1,34-47+,1,1745
DCP(H),1,DCP(H),1,1745
Gabinete de Estudios,1,Gabinete de Estudios,1,1745
24 de febrero de 1981,1,24 de febrero de 1981,1,1745
Núm. 01195,1,Núm. 01195,1,1745
Julian Fernandez,1,Julian Fernandez,1,1744
Reporteros,1,Reporteros,1,1744
"Shirley, Acting",1,"Shirley, Acting",1,1744
Francois-poncet,1,Francois-poncet,1,1744
El Secretario (haig),1,El Secretario (haig),1,1744
Frg Foreign Minister,1,Frg Foreign Minister,1,1744
Diplomatic Lobby Of State,1,Diplomatic Lobby Of State,1,1744
Dyess,1,Dyess,1,1744
White House,1,White House,1,1744
Frg (como País),1,Frg (como País),1,1744
USICA 10601,1,USICA 10601,1,1744
USICA4,1,USICA4,1,1744
AMB,1,AMB,1,1744
DCM,1,DCM,1,1744
POL2,1,POL2,1,1744
RUEHMD,1,RUEHMD,1,1744
RUEHIA,1,RUEHIA,1,1744
EO 12065,1,EO 12065,1,1744
FRANCOIS-PONCET,1,FRANCOIS-PONCET,1,1744
SECRETARY HAIG,1,SECRETARY HAIG,1,1744
Embajador Todman,1,Embajador Todman,1,1743
Secretario De Estado,1,Secretario De Estado,1,1743
Gabinete Del Sr. Ministro,1,Gabinete Del Sr. Ministro,1,1743
Direccion General De Politica Exterior,1,Direccion General De Politica Exterior,1,1743
Para America Del Norte Y Pacifico,1,Para America Del Norte Y Pacifico,1,1743
Direccion General De Politica Exterior Para America Del Norte Y Pacifico,1,Direccion General De Politica Exterior Para America Del Norte Y Pacifico,1,1743
DIRECCION GENERAL DE POLITICA EXTERIOR,1,DIRECCION GENERAL DE POLITICA EXTERIOR,1,1743
PARA AMERICA DEL NORTE Y PACIFICO,1,PARA AMERICA DEL NORTE Y PACIFICO,1,1743
28 de febrero,1,28 de febrero,1,1743
Ricardo Arozarena Girón,1,Ricardo Arozarena Girón,1,1742
Excmo. Sr. D. Alberto Oliart Saussol,1,Excmo. Sr. D. Alberto Oliart Saussol,1,1742
Sr. Coronel D. Jose San Martin Lopez,1,Sr. Coronel D. Jose San Martin Lopez,1,1742
"Plaza De La Moncloa, 8",1,"Plaza De La Moncloa, 8",1,1742
Madrid-8,1,Madrid-8,1,1742
1ª Region Militar,1,1ª Region Militar,1,1742
Castillo De San Fernando (figueras),1,Castillo De San Fernando (figueras),1,1742
Castillo De Santa Catalina (cádiz),1,Castillo De Santa Catalina (cádiz),1,1742
Capitania General De La 1ª R.m.,1,Capitania General De La 1ª R.m.,1,1742
Segunda Seccion De E.m.,1,Segunda Seccion De E.m.,1,1742
Alcala De Henares,1,Alcala De Henares,1,1742
Base Aerea De Getafe,1,Base Aerea De Getafe,1,1742
31 de Mayo de 1.982,1,31 de Mayo de 1.982,1,1742
EXCMO. SR. D. ALBERTO OLIART SAUSSOL,1,EXCMO. SR. D. ALBERTO OLIART SAUSSOL,1,1742
Ministro de Defensa,1,Ministro de Defensa,3,1708; 1738; 1742
"Plaza de la Moncloa, 8",1,"Plaza de la Moncloa, 8",1,1742
MADRID-8,1,MADRID-8,1,1742
1ª REGION MILITAR,1,1ª REGION MILITAR,1,1742
EL CAPITAN GENERAL,1,EL CAPITAN GENERAL,1,1742
